Gene_Symbol	Upregulated
RP5-991G20.1	Tumor
HOXB7	Tumor
RP11-588K22.2	Tumor
RP11-800A3.4	Normal
RP13-516M14.1	Normal
RP11-24N18.1	Normal
RP11-96C23.11	Normal
WFDC21P	Normal
RP11-303E16.2	Tumor
RP11-7K24.3	Normal
RP11-21B23.2	Normal
EPPK1	Tumor
ZNF865	Tumor
RP11-308D13.3	Normal
RP11-448G15.3	Normal
SMG1P7	Normal
RP11-575H3.1	Normal
RP11-265N6.1	Tumor
RP11-345J4.5	Tumor
RP11-44F14.2	Tumor
SNORD3B-2	Tumor
MMP12	Tumor
RP1-59D14.1	Tumor
RP11-1055B8.4	Normal
MYZAP	Normal
RP11-810M2.2	Normal
RP11-473I1.9	Normal
RP1-59D14.5	Normal
LINC00675	Normal
RP11-160O5.1	Tumor
RP11-927P21.5	Normal
RN7SL4P	Tumor
RP11-334E6.12	Tumor
SNORD3A	Tumor
RP11-434D2.11	Normal
RP11-746M1.1	Normal
RP11-6N17.6	Tumor
RP11-757O6.1	Normal
MIR3648-2	Tumor
OTUD7B	Tumor
RP13-104F24.3	Normal
RP11-138I1.4	Normal
RNF115	Tumor
RP11-5A19.5	Normal
RP11-82O19.2	Tumor
LINC00668	Tumor
RASSF5	Normal
RHOT1P1	Normal
GDF10	Normal
RP13-104F24.1	Normal
RP11-19P22.8	Normal
FXYD1	Normal
LCN6	Normal
ZNF790-AS1	Normal
LINC01140	Normal
TBX2-AS1	Normal
RP11-793H13.10	Normal
RP11-397A16.1	Tumor
UPK3BL	Normal
RP1-37N7.5	Normal
MIR497HG	Normal
RP11-323N12.5	Tumor
SMIM22	Tumor
SLC6A14	Tumor
FAM156A	Normal
FENDRR	Normal
RAET1E-AS1	Tumor
RP1-122P22.4	Normal
LINC01082	Normal
ITGB1P1	Tumor
RNF225	Normal
RP11-3P17.5	Normal
RP11-394O4.5	Normal
RP11-498E2.9	Normal
RP3-430N8.10	Tumor
RP3-430N8.11	Tumor
RNU11	Tumor
MINOS1-NBL1	Normal
RP11-544M22.13	Tumor
RP11-803D5.4	Tumor
IGHV3-30	Tumor
NBPF14	Normal
U1	Tumor
NUDT4P2	Tumor
LL22NC03-N64E9.1	Tumor
HTATSF1P2	Tumor
NBPF10	Normal
MMP28	Normal
RP11-342K6.2	Tumor
RP11-96C23.12	Normal
RP4-635E18.8	Normal
RP1-178F15.4	Normal
RP1-261G23.7	Normal
RP11-465B22.8	Normal
HIST2H2AA4	Tumor
LINC00551	Normal
RP4-594A5.1	Tumor
POM121C	Tumor
RP11-284F21.10	Tumor
RP11-438J1.1	Tumor
RP11-379F4.6	Tumor
RP1-317E23.7	Tumor
XXbac-BPG252P9.9	Tumor
MUSTN1	Normal
ZSWIM8-AS1	Normal
RP11-155G14.5	Normal
RP11-190A12.8	Normal
PCDHB16	Tumor
STAG3L5P-PVRIG2P-PILRB	Normal
RP11-357H14.17	Tumor
RP11-286H15.1	Normal
LL22NC03-N14H11.1	Tumor
RP11-47A8.5	Tumor
RP11-225B17.2	Tumor
RP3-508I15.20	Normal
RP11-350J20.12	Normal
RP11-20I20.4	Normal
RP11-212P7.3	Tumor
FAM25BP	Normal
RP11-474G23.2	Tumor
RP11-378A13.2	Normal
RP5-1165K10.2	Normal
TP53TG1_1	Normal
U1	Tumor
NOL12	Normal
Metazoa_SRP	Tumor
INO80B-WBP1	Normal
GATSL2	Tumor
U1	Tumor
RP11-757O6.6	Normal
U1	Tumor
TBC1D3L	Normal
PI4KAP1	Normal
FAM95B1	Normal
RP11-229E13.4	Tumor
RP11-817I4.1	Tumor
PTCHD3P1	Normal
SMEK2	Tumor
RP11-627K11.6	Tumor
RP11-54H7.4	Tumor
RP11-526D8.11	Tumor
SGK223	Tumor
RP11-455F5.6	Normal
DLEU2_6	Tumor
MIR3648-1	Tumor
RP11-449H3.3	Tumor
FP236383.5	Tumor
PRSS2	Normal
RP4-545L17.11	Tumor
RNU12	Tumor
UHRF1	Tumor
ORAI1	Tumor
RN7SL1	Tumor
TP53TG1_2	Tumor
FAM25C	Normal
PVT1_1	Tumor
RP11-400G3.5	Normal
RAB7B	Normal
HOTAIRM1_2	Normal
RMRP	Tumor
F8A3	Tumor
SNORD22	Normal
F8A1	Tumor
RPPH1	Tumor
GPIHBP1	Normal
TRAC	Tumor
PSMB3	Tumor
SNORA76C	Tumor
RP11-452N17.1	Tumor
ZNF8	Tumor
NEAT1_1	Tumor
RP11-152F13.8	Normal
SCARNA2	Tumor
RP13-608F4.5	Normal
GOLGA6L10	Normal
Metazoa_SRP	Tumor
SND1-IT1	Tumor
LINC01451	Normal
RP11-2K6.1	Tumor
RP11-463I20.1	Normal
MALAT1	Normal
RP11-574K11.32	Normal
RP11-309J13.1	Normal
RP11-43N16.4	Normal
RP11-97O12.5	Tumor
RP11-832A4.7	Normal
RP11-205M5.3	Normal
RP11-63A1.4	Tumor
RP5-1180D12.1	Tumor
MIR4697HG	Normal
RP11-630A13.4	Normal
RP11-629N8.5	Normal
RP11-20G6.1	Normal
IGHV1-69-2	Tumor
RP11-361L15.3	Normal
SH3PXD2A-AS1	Normal
LINC01232	Tumor
Metazoa_SRP	Normal
LINC00997	Tumor
RP11-237N19.3	Normal
TMBIM4	Tumor
RP11-27G14.4	Tumor
LLNLF-176F2.1	Normal
LLNLF-173C4.2	Normal
PAPD7	Tumor
RP11-1223D19.2	Tumor
